Entrepreneur ID,Agency,Support Type,Amount,Support Received Date,Business Type,Location,Outcome
1bc63c23-5925-4a39-8b63-82ca066eb49a,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,13/3/2024,SMEs,Sarawak,Moderate
ca9d4ead-8a3b-42f4-b673-33d04cd5b9f6,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,7/3/2023,SMEs,Sarawak,Failure
9570a18a-8cfc-4c59-845e-23bbe5b905cf,Institut Keusahawanan Negara,Advisory services,0,23/3/2024,Startups,Sarawak,Success
f487aa53-8706-44e2-902e-e96d1b59c7e1,UDA Holding Berhad,Advisory services,0,2/1/2024,SMEs,Sabah,Moderate
9c31bae1-fc42-4517-ad88-c729e87f30cd,SME Bank,Business loans,6580.17,24/12/2022,Social Enterprises,Perlis,Success
5a035ec8-499e-4c1b-900e-bcbe241a72dc,Institut Koperasi Malaysia,Cooperative training programs,0,31/7/2023,SMEs,Kuala Lumpur,Failure
09ea8c73-1da8-4782-b8e7-1c1f50a08dfe,Institut Koperasi Malaysia,Cooperative training programs,0,23/7/2023,Cooperatives,Negeri Sembilan,Failure
89159b5e-d8c2-459f-9a1f-c7fe0cba3212,Institut Koperasi Malaysia,Cooperative training programs,0,15/5/2024,Cooperatives,Putrajaya,Success
5c508f52-a6fb-49db-8a7e-55ad21cd6874,Amanah Ikhtiar Malaysia,Microfinancing,87550.13,31/8/2022,SMEs,Kelantan,Moderate
3e88ccd8-5766-458e-9863-fb8caf477807,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,17/11/2023,Cooperatives,Perak,Success
c30e4a44-84a3-474e-ae10-c207b4b217fa,UDA Holding Berhad,Property development support,0,30/4/2024,Startups,Penang,Failure
11f5aa3c-30ee-4637-9a40-80855cb44168,SME Corp Malaysia,Grants,84659.42,4/7/2023,Innovative and High-Growth Businesses,Sabah,Moderate
94d76c73-64f6-4466-be4f-47d2285a9b9f,Institut Keusahawanan Negara,Entrepreneurial training,0,30/9/2022,SMEs,Pahang,Success
91649a87-0eb9-4d65-8076-84e3e8f59330,SME Corp Malaysia,Advisory services,0,4/1/2023,SMEs,Selangor,Success
4a39576d-266b-4250-a27f-82e6b53ba3f5,UDA Holding Berhad,Business premises,0,1/6/2023,SMEs,Putrajaya,Failure
0f2277e3-3a47-467a-8a88-aaaaa2aac3d1,Tekun Nasional,Microfinancing,42806.8,11/2/2023,Microenterprises,Terengganu,Success
6b1fd002-1a00-4d60-922d-61141b8275b1,SME Bank,Business loans,42920.96,1/8/2024,Startups,Kelantan,Failure
8f2f6983-9646-44a7-b17c-d812791712e8,Institut Koperasi Malaysia,Cooperative training programs,0,1/11/2022,SMEs,Johor,Moderate
3dc860ef-1659-4cb6-a23a-21cb9553310d,SME Corp Malaysia,Advisory services,0,13/9/2022,SMEs,Sarawak,Success
57c45e38-0a6c-4ca4-92a5-6a99c9ff8663,Suruhanjaya Koperasi Malaysia,Grants,2455.44,14/9/2022,SMEs,Putrajaya,Success
cccd7748-0d0f-4507-9c19-c252e9145cf4,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,3/8/2023,SMEs,Johor,Moderate
a608112d-2fba-413b-b43b-0d7990d55703,Institut Keusahawanan Negara,Entrepreneurial training,0,26/8/2022,Innovative and High-Growth Businesses,Terengganu,Success
09a4134c-2f27-4759-870a-1366ac915541,Perbadanan Nasional Berhad,Advisory services,0,21/2/2023,Franchise Businesses,Putrajaya,Failure
100695ca-a5be-4b97-a134-092eac94c036,Amanah Ikhtiar Malaysia,Microfinancing,94490.05,1/3/2024,Microenterprises,Johor,Failure
04a09d66-84cc-4d7e-9c12-a4eb7809c7c7,Institut Keusahawanan Negara,Advisory services,0,10/6/2023,Startups,Labuan,Success
8f8532fc-a1b7-4a99-87e9-84f09734eaaa,SME Corp Malaysia,Grants,87545.74,16/12/2022,SMEs,Sarawak,Success
520b8af0-3e9c-4ef4-9dae-d14d4f165ff3,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,12/7/2024,Cooperatives,Putrajaya,Moderate
0f6ac896-4dc2-4966-8622-f0b317e215fd,Suruhanjaya Koperasi Malaysia,Grants,85993.43,3/9/2022,Cooperatives,Johor,Moderate
1864e193-a0c3-41a8-9873-799702b58c5c,SME Bank,Advisory services,0,6/1/2023,Social Enterprises,Kelantan,Moderate
0f67c51b-b01c-4fce-a30e-c7e56aa0411e,Perbadanan Nasional Berhad,Financing for franchise businesses,89264.93,5/3/2023,Franchise Businesses,Putrajaya,Failure
d520acc5-96c2-4f7b-ba82-343aa666107d,SME Bank,Advisory services,0,4/3/2023,Social Enterprises,Negeri Sembilan,Success
17640022-e4cd-4bde-b959-af77da51f538,SME Corp Malaysia,Advisory services,0,2/5/2024,Innovative and High-Growth Businesses,Kedah,Success
4511e917-4953-471c-bad6-3b41958d293f,Perbadanan Nasional Berhad,Financing for franchise businesses,58614.93,11/11/2022,Franchise Businesses,Melaka,Failure
880c1004-3618-44ed-b50a-6410e514fdea,Institut Keusahawanan Negara,Entrepreneurial training,0,21/10/2022,Innovative and High-Growth Businesses,Sabah,Moderate
8bf5ea0f-1f83-4109-af0d-24b970ed8035,SME Bank,Advisory services,0,24/1/2023,SMEs,Labuan,Moderate
fc5a3483-4cd2-4c10-af69-90b4f30b295e,Tekun Nasional,Business loans,54708.85,11/8/2023,SMEs,Kedah,Success
1b30d57d-227c-4559-a45f-7d1e3735ad93,Institut Koperasi Malaysia,Cooperative training programs,0,15/8/2024,Startups,Putrajaya,Success
de0e5f54-5794-48a4-ace1-4446641f2599,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,25/12/2022,Cooperatives,Perlis,Failure
73771dec-4cd8-49b0-ac20-ccad02de8105,Bank Rakyat,Business loans,89997.95,20/1/2024,Cooperatives,Perak,Moderate
7e240e15-7ea1-4927-8892-abb86deb697d,Suruhanjaya Koperasi Malaysia,Grants,24211.5,16/3/2024,SMEs,Penang,Moderate
ecbf792b-7d72-4696-8af2-ce4284497da2,Bank Rakyat,Business loans,14841.97,13/3/2024,Individuals,Terengganu,Failure
f653aea1-49e2-420c-a556-78406ae68551,Tekun Nasional,Entrepreneurial training,0,24/8/2023,Microenterprises,Labuan,Success
036a915d-aaba-45fb-961a-684a2ff61433,Amanah Ikhtiar Malaysia,Microfinancing,2566.25,6/12/2022,SMEs,Pahang,Success
daa28cdc-3013-49db-b798-38bde78061bd,SME Bank,Business loans,52924.47,22/12/2022,SMEs,Perlis,Failure
02d7d7ab-dea5-4fb7-805b-aaf92793911d,Amanah Ikhtiar Malaysia,Microfinancing,32170.37,29/12/2023,Microenterprises,Sabah,Moderate
4f7d4a11-46fe-4b4c-8075-0b66aa3fd40e,Institut Koperasi Malaysia,Cooperative training programs,0,15/12/2022,Cooperatives,Kedah,Success
f7c8d5d8-5339-4e7c-8159-c05231596873,SME Corp Malaysia,Grants,28451.79,20/12/2022,Innovative and High-Growth Businesses,Penang,Success
24b24f5e-687e-47e5-85bc-a60e5b5dd299,Institut Keusahawanan Negara,Entrepreneurial training,0,29/7/2024,Innovative and High-Growth Businesses,Sarawak,Failure
0e83d3b3-a0db-4c74-8d85-20ec24c33314,SME Bank,Business loans,65099.48,11/4/2024,SMEs,Pahang,Moderate
48d6dc21-aac4-4baf-9fe3-23a1de8b80c0,Tekun Nasional,Entrepreneurial training,0,29/1/2024,Microenterprises,Pahang,Success
d9b63944-4350-4b5c-ada9-e4cee933f5e2,SME Corp Malaysia,Advisory services,0,26/5/2024,Startups,Negeri Sembilan,Failure
19ceb188-a76b-4f76-a9f6-98a3b494eedc,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,22/2/2024,SMEs,Selangor,Success
90ae0cc9-4bed-4ec9-a759-ad490a1cea5c,SME Bank,Business loans,83384.2,20/3/2024,SMEs,Putrajaya,Moderate
74c720b8-3ac9-4d08-aaa9-26c358a7bb5b,Amanah Ikhtiar Malaysia,Microfinancing,81164.61,22/2/2023,Women Entrepreneurs,Sabah,Failure
4f2061d6-4a4f-4d7b-9a7f-0b50cddc8d9b,Tekun Nasional,Advisory services,0,6/6/2024,Startups,Negeri Sembilan,Moderate
24a33e3e-ee11-4744-94a3-f9251137e023,Tekun Nasional,Microfinancing,25548.33,18/2/2023,Startups,Penang,Moderate
60f89e7c-12a0-44c6-855d-404a5b04a4c8,Institut Koperasi Malaysia,Cooperative training programs,0,9/9/2022,Cooperatives,Kelantan,Failure
16d13ab2-9ad8-4bbb-b123-e5875c10eb6e,UDA Holding Berhad,Property development support,0,17/12/2022,Property Development Companies,Sabah,Failure
d488d0f5-adbb-4b96-a953-cc0165a9c28e,Institut Koperasi Malaysia,Cooperative training programs,0,9/3/2023,Cooperatives,Sabah,Moderate
e85c5bf1-a6d9-4903-a302-f59681451ad2,Perbadanan Nasional Berhad,Financing for franchise businesses,12319.79,16/10/2022,Startups,Negeri Sembilan,Moderate
58d9d878-2ee2-4d8f-bc3b-845816103638,SME Corp Malaysia,Grants,12242.69,22/6/2024,Startups,Melaka,Moderate
d8d4c324-4019-417b-8e3d-5c52ece56454,Institut Koperasi Malaysia,Cooperative training programs,0,12/3/2023,Startups,Putrajaya,Success
56f4707f-860d-43c5-a6b9-56187263d7ae,Bank Rakyat,Business loans,60146.95,12/3/2023,SMEs,Kedah,Moderate
02d7d813-4bb8-4f7f-94c6-cc35bf4ef8da,Suruhanjaya Koperasi Malaysia,Grants,50918.99,19/11/2023,SMEs,Pahang,Failure
88c58f50-39e4-48f3-8188-40e7fc1c48aa,Institut Keusahawanan Negara,Entrepreneurial training,0,9/6/2024,SMEs,Kedah,Moderate
d378c76f-8479-4bdf-811b-171680729a6c,UDA Holding Berhad,Business premises,0,15/7/2024,Property Development Companies,Pahang,Success
93f8b7be-d155-4b33-904e-be7031439939,SME Corp Malaysia,Advisory services,0,4/10/2022,Innovative and High-Growth Businesses,Perak,Moderate
c0b01f21-9952-43c2-81b8-7ac2de4d3490,Institut Koperasi Malaysia,Cooperative training programs,0,24/9/2022,Cooperatives,Putrajaya,Failure
4f956486-9025-43a4-b709-cd98c659a9d6,Bank Rakyat,Business loans,19957.44,22/12/2022,SMEs,Perlis,Success
e6a81abb-fd8a-4169-856a-961b6639f6af,SME Corp Malaysia,Grants,8071.37,4/4/2023,Startups,Negeri Sembilan,Success
ca827653-4e53-48ec-a626-ebe81d7c3774,Amanah Ikhtiar Malaysia,Microfinancing,46112.98,9/8/2023,Women Entrepreneurs,Terengganu,Moderate
c80d24af-63b3-45ee-898b-ad2c993cce24,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,24/3/2023,Cooperatives,Sabah,Success
58c98ec6-789b-422f-983a-09451ff18690,SME Corp Malaysia,Advisory services,0,4/5/2024,SMEs,Pahang,Failure
f5263da7-7b1d-4a44-bcd2-a4d46a39442e,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,4/4/2024,Cooperatives,Pahang,Moderate
3148dc53-2e5f-4fe2-b501-2ddd2a331626,Perbadanan Nasional Berhad,Advisory services,0,21/10/2023,Startups,Perak,Success
f4f136b0-3cce-4f44-ab76-b170c6e7c7a9,Perbadanan Nasional Berhad,Advisory services,0,23/7/2024,Startups,Negeri Sembilan,Success
1fe90eec-f483-4b1e-a6d5-a7f86b6c802b,Institut Koperasi Malaysia,Cooperative training programs,0,2/11/2022,SMEs,Perlis,Success
157901c1-bbd0-45fd-959e-f5ecdd66b807,Perbadanan Nasional Berhad,Franchise development support,0,5/10/2022,Startups,Melaka,Moderate
be410253-4600-4eaa-94ee-3a0b0e3002fd,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,18/3/2024,SMEs,Sarawak,Failure
1fec1f19-1c26-40bc-9825-0a4ccc5187db,Amanah Ikhtiar Malaysia,Microfinancing,88340.65,25/2/2024,Women Entrepreneurs,Negeri Sembilan,Success
ad0643f9-ba4f-4bea-9298-047e41b80073,UDA Holding Berhad,Property development support,0,19/10/2022,Property Development Companies,Penang,Moderate
9714d442-61cf-4105-94c3-abc85481aa8c,Perbadanan Nasional Berhad,Franchise development support,0,13/5/2024,SMEs,Kedah,Moderate
8b2223fb-4a76-40fd-adb3-c3985291b5a9,Institut Koperasi Malaysia,Cooperative training programs,0,24/10/2022,SMEs,Labuan,Moderate
288fae61-bb3e-401b-a689-72f08fa4ec01,SME Corp Malaysia,Advisory services,0,16/6/2024,Innovative and High-Growth Businesses,Selangor,Failure
808d814e-25a6-46e8-b0cf-23ef1202af22,SME Corp Malaysia,Grants,9604.03,11/1/2024,Innovative and High-Growth Businesses,Pahang,Success
57c6ed31-075f-4f03-a705-1405234c24ae,Perbadanan Nasional Berhad,Financing for franchise businesses,74309.1,4/7/2023,SMEs,Perlis,Failure
7b3f195b-9e40-45b4-ad99-ab3e0582e806,Bank Rakyat,Business loans,98259.9,10/1/2023,SMEs,Perlis,Success
beeeded2-b857-43f9-af9c-1dae585dd83b,Institut Koperasi Malaysia,Cooperative training programs,0,20/1/2024,Startups,Melaka,Moderate
25f189a5-c464-4e05-8ec2-8e9a662f222d,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,19/5/2023,SMEs,Sarawak,Success
63dfe8d3-5dcf-40e7-92eb-fb2633467585,Suruhanjaya Koperasi Malaysia,Grants,85840.1,6/1/2024,Cooperatives,Selangor,Failure
170b71de-17a1-4d98-a67e-b1b7df810e11,Bank Rakyat,Business loans,81914.1,13/3/2023,Individuals,Kelantan,Failure
c671fd46-5cff-4bd8-95b2-b3f6efd8dcca,Perbadanan Nasional Berhad,Advisory services,0,6/2/2023,Startups,Pahang,Failure
268a5549-d647-4919-a525-ed90881011e7,SME Corp Malaysia,Grants,80790.1,26/7/2023,SMEs,Kuala Lumpur,Failure
3784f817-5b0e-4655-a15c-028a97d2ab85,Bank Rakyat,Business loans,54792.46,15/11/2022,SMEs,Johor,Moderate
5b8f1468-af20-4080-acb7-f4f9f0131a08,Tekun Nasional,Entrepreneurial training,0,10/11/2023,Microenterprises,Sabah,Moderate
933c575c-31c4-428f-b3e5-60ae83956cf2,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,30/6/2023,SMEs,Terengganu,Success
cc4006fb-2f38-4eea-ab6c-97f67969e6f6,Institut Koperasi Malaysia,Cooperative training programs,0,1/1/2023,SMEs,Selangor,Failure
907101bc-e4ea-4f44-92b9-4057fe01ef55,Bank Rakyat,Business loans,6352.38,12/6/2024,Individuals,Johor,Failure
36dafb46-f823-4d43-a167-a9fa22f04bb9,SME Bank,Business loans,68139.54,22/3/2024,SMEs,Johor,Moderate
d318c17f-64ee-4197-aa65-f0b2e510e4d5,Bank Rakyat,Microfinancing,28978.48,16/11/2022,SMEs,Sabah,Moderate
cdd1b9ca-b925-410a-804c-44f39b7511ef,Bank Rakyat,Microfinancing,9035.97,1/12/2023,Cooperatives,Negeri Sembilan,Failure
d4ff9710-2f39-4c85-9afa-9698cd0d0c9b,Bank Rakyat,Business loans,92296.34,8/7/2024,Cooperatives,Sarawak,Moderate
182785f4-95e7-457f-b9f8-8ee1e690c567,Institut Keusahawanan Negara,Entrepreneurial training,0,19/12/2022,Innovative and High-Growth Businesses,Sarawak,Success
32cee350-6704-48ed-ad18-0eaf375985ed,UDA Holding Berhad,Property development support,0,9/5/2023,Property Development Companies,Labuan,Success
c65976ec-0f2c-42ea-907d-914893f8556d,Institut Koperasi Malaysia,Cooperative training programs,0,18/7/2024,Startups,Perlis,Failure
34fcfda9-a7d0-457f-9a5b-cff945f3842e,Bank Rakyat,Business loans,88654.59,1/6/2024,Individuals,Sabah,Failure
237fd01e-f38d-45bf-a5a3-07a5a7e3127c,UDA Holding Berhad,Property development support,0,10/2/2023,Startups,Negeri Sembilan,Failure
758175aa-6eff-4dc7-99f0-1d04f5798d7b,Institut Keusahawanan Negara,Entrepreneurial training,0,21/10/2022,SMEs,Terengganu,Success
68296aa3-e5fc-4363-9016-0d55c13c8e01,Bank Rakyat,Business loans,56634.04,8/6/2023,Cooperatives,Perak,Failure
778ec343-b180-4ea8-ba4f-829355bbf33f,SME Corp Malaysia,Grants,58448.67,20/3/2024,Startups,Penang,Success
29092066-9455-4414-bb02-90ca5662e53b,Perbadanan Nasional Berhad,Financing for franchise businesses,48610.54,18/12/2023,Franchise Businesses,Sabah,Success
623e344c-424f-4f5a-8460-e21aa7b6cfec,Tekun Nasional,Advisory services,0,17/10/2022,SMEs,Perak,Success
0cbb9101-816b-45de-887d-4bb3f1da3971,Institut Keusahawanan Negara,Advisory services,0,24/8/2023,Innovative and High-Growth Businesses,Sarawak,Moderate
db85cd3e-8380-4a5a-94c7-5d6a579dccf3,Bank Rakyat,Microfinancing,79211.75,3/12/2022,Cooperatives,Pahang,Moderate
b82910d1-3ab4-49e7-bae2-f41e0aa0ff4b,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,16/1/2024,Cooperatives,Perak,Success
82396cc8-9ca1-4e49-b748-31a55d059a75,Perbadanan Nasional Berhad,Franchise development support,0,21/1/2023,Franchise Businesses,Perak,Moderate
dac451d9-e4f7-45d2-bfd1-903ca9d64f8e,UDA Holding Berhad,Advisory services,0,7/3/2023,Startups,Putrajaya,Failure
bf780649-4dae-4242-8b93-879da1936c3f,Institut Koperasi Malaysia,Cooperative training programs,0,13/4/2024,Startups,Kuala Lumpur,Failure
f205a770-8cc8-4a40-8757-37f129f00d05,Tekun Nasional,Entrepreneurial training,0,14/2/2024,SMEs,Labuan,Success
b5b59f56-a91c-4470-b00e-fcb6d8bba135,Perbadanan Nasional Berhad,Franchise development support,0,4/1/2024,SMEs,Sarawak,Success
2b3e5b81-92ed-4e5f-9960-8630021b5524,Tekun Nasional,Entrepreneurial training,0,8/3/2023,SMEs,Melaka,Failure
c946b756-3f20-4dcb-959f-cc8f35e75ac4,Bank Rakyat,Microfinancing,22991.37,8/2/2024,Individuals,Kedah,Moderate
00c61732-1cad-4893-a7a7-ce6eded653f9,SME Corp Malaysia,Grants,75044.08,27/8/2023,SMEs,Kuala Lumpur,Success
3dc4d232-7878-4349-afa7-cb0cd052c7aa,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,19/5/2023,SMEs,Putrajaya,Success
515287ef-fe67-4478-b005-20bad4135e10,Amanah Ikhtiar Malaysia,Microfinancing,95279.89,4/7/2023,SMEs,Pahang,Failure
f47772ac-f8d5-42e9-bda1-f1ad142ecc18,Institut Keusahawanan Negara,Advisory services,0,9/9/2022,Innovative and High-Growth Businesses,Putrajaya,Success
7cac3fa9-cd74-46ce-bca1-23117c1c50ca,Institut Keusahawanan Negara,Entrepreneurial training,0,7/10/2023,Startups,Sabah,Failure
ed900371-4fd5-444c-8a5f-817507208cdf,Institut Koperasi Malaysia,Cooperative training programs,0,20/4/2024,Cooperatives,Putrajaya,Failure
5da0fbdf-f4a1-4bc2-89fb-03e09906ec8e,Suruhanjaya Koperasi Malaysia,Grants,2175.07,16/9/2022,Cooperatives,Negeri Sembilan,Failure
f8fa874b-2c8f-4069-adbd-30398b9cbc97,Institut Keusahawanan Negara,Entrepreneurial training,0,31/10/2023,Innovative and High-Growth Businesses,Penang,Moderate
6d4bbe96-05ef-429c-90b3-94a56c7e4a34,Institut Koperasi Malaysia,Cooperative training programs,0,3/2/2024,Startups,Sabah,Failure
9fcf8019-5611-4403-9f78-fd82e91ea9c8,Institut Keusahawanan Negara,Advisory services,0,5/4/2023,SMEs,Kedah,Failure
a2a9fefe-016c-459a-811c-4a0d4a5e88af,UDA Holding Berhad,Business premises,0,22/1/2024,Startups,Putrajaya,Moderate
ac53340a-925b-4f3d-87cb-8204e55d4dab,Tekun Nasional,Microfinancing,58322.32,4/5/2024,SMEs,Perlis,Moderate
12bb7476-ad2b-4c3f-b895-72d13b987b5b,UDA Holding Berhad,Advisory services,0,13/4/2023,Startups,Kedah,Failure
2b3e820c-305c-485a-b5df-e2423111e117,UDA Holding Berhad,Property development support,0,12/2/2024,Startups,Putrajaya,Moderate
780e01d5-8112-4d16-bf0f-c497ab85e9a0,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,3/7/2023,SMEs,Negeri Sembilan,Moderate
8c233434-0875-4a05-b50a-c761df2be173,Bank Rakyat,Business loans,22605.42,19/12/2022,SMEs,Negeri Sembilan,Success
7b70d7df-db79-40de-b1e7-311e3fc0d8fa,Institut Keusahawanan Negara,Entrepreneurial training,0,3/10/2023,Innovative and High-Growth Businesses,Sarawak,Failure
83b40b87-a746-4fed-b368-3388eeab3189,Amanah Ikhtiar Malaysia,Microfinancing,33732.52,31/5/2024,Microenterprises,Kelantan,Moderate
fbd36925-c001-4dff-b35a-bf9991773867,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,4/6/2024,SMEs,Penang,Success
c421afca-8c85-4c8d-872c-83e80db7fcce,Bank Rakyat,Microfinancing,9065.91,4/12/2023,Cooperatives,Penang,Moderate
e4280b81-69c7-40c9-9e46-bf6fc0691147,UDA Holding Berhad,Property development support,0,12/1/2024,SMEs,Putrajaya,Moderate
3e8d156b-6b72-4d7e-976a-9abb4d4d1c0d,Perbadanan Nasional Berhad,Financing for franchise businesses,57688.59,30/9/2023,Startups,Perak,Failure
597720dd-d453-46df-9578-251e199d0c92,Amanah Ikhtiar Malaysia,Microfinancing,9003.22,3/10/2022,SMEs,Johor,Failure
5f5da878-e1f5-438a-8d5e-336f1b10f6bf,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,6/8/2024,SMEs,Perlis,Moderate
196a28b6-f167-4b19-bf7f-f51b8ca14bcd,Bank Rakyat,Microfinancing,11671.87,6/4/2023,SMEs,Johor,Failure
c2a8d9a2-a5e3-40aa-a9d6-a7fb151acca0,Institut Keusahawanan Negara,Entrepreneurial training,0,8/8/2023,Startups,Kelantan,Moderate
b7fb6ee8-2115-46ed-bb0d-2ff27b728c3d,Tekun Nasional,Advisory services,0,28/3/2023,Startups,Perak,Success
e36f5f2a-8146-4064-891d-8e52d8ab3192,UDA Holding Berhad,Advisory services,0,30/3/2023,SMEs,Selangor,Success
3eb4c2be-9d13-44ca-b990-f87af5468d26,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,2/12/2022,Microenterprises,Perak,Moderate
5569fc3f-066e-4b9d-b39c-52716e2c1580,Bank Rakyat,Business loans,4994.02,22/7/2024,SMEs,Perlis,Moderate
362230e7-0148-47e7-94e7-befa6bc4dfad,Amanah Ikhtiar Malaysia,Microfinancing,8372.2,20/1/2023,SMEs,Sabah,Moderate
6ad96f60-8568-4396-8a3f-9309774409eb,Bank Rakyat,Business loans,70441.4,17/3/2024,SMEs,Kuala Lumpur,Moderate
d038ed43-a956-4767-8311-faa3ffff63ca,Amanah Ikhtiar Malaysia,Microfinancing,9993.02,13/10/2023,Microenterprises,Negeri Sembilan,Success
d27732cc-8991-4605-8fd9-e66b0bab7227,SME Corp Malaysia,Advisory services,0,25/7/2024,SMEs,Johor,Failure
aa67ed6e-e618-403b-a97d-26da6f16d3ce,Suruhanjaya Koperasi Malaysia,Grants,58495.4,14/1/2023,SMEs,Melaka,Success
0f641dc1-75cc-4270-8ed1-7fa9a8c6643f,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,20/12/2023,Microenterprises,Johor,Success
e72a5051-de7f-488a-8315-6daf0c1f9a99,SME Corp Malaysia,Advisory services,0,30/8/2023,SMEs,Putrajaya,Failure
a00ee4e7-9344-4854-92bc-7ba2e524e132,Institut Keusahawanan Negara,Advisory services,0,9/4/2023,Innovative and High-Growth Businesses,Johor,Failure
2f14bad5-d830-48d8-ba1a-bbbe86dfb4f3,Perbadanan Nasional Berhad,Franchise development support,0,6/7/2024,Franchise Businesses,Negeri Sembilan,Success
f798ec56-8e1a-4d20-9acb-629e80a2b70e,Institut Keusahawanan Negara,Advisory services,0,8/10/2022,Innovative and High-Growth Businesses,Labuan,Success
e0c4f1b0-5451-4235-a033-7e3433b8d7c8,SME Bank,Advisory services,0,28/3/2023,SMEs,Kuala Lumpur,Success
622afff1-e32b-46f1-aabe-f1600f98bb55,Suruhanjaya Koperasi Malaysia,Grants,79196.47,6/5/2023,Cooperatives,Kuala Lumpur,Success
99f03e45-9c13-42d9-af8b-fefb6d7a31c4,UDA Holding Berhad,Business premises,0,20/5/2023,Property Development Companies,Kelantan,Moderate
a436de5c-a139-4224-bd22-1cc2abc649dc,Tekun Nasional,Business loans,85014.51,12/12/2022,Microenterprises,Selangor,Moderate
7068ac66-e7a8-485a-8cf8-6448a4f25e52,UDA Holding Berhad,Business premises,0,7/9/2022,Property Development Companies,Perlis,Success
13dcdd77-ad3d-4878-bbb7-5b1c9cc327a4,SME Corp Malaysia,Advisory services,0,8/8/2023,SMEs,Kuala Lumpur,Success
4f1b7657-41ce-497b-a8d5-7c3034c9e656,SME Bank,Business loans,75077.37,21/1/2024,Social Enterprises,Sarawak,Success
4c2b7e08-e327-45c6-aa50-84410d82cd61,Suruhanjaya Koperasi Malaysia,Grants,26543.7,24/9/2023,SMEs,Melaka,Failure
069c8e90-b73f-4501-95b9-ad445eabe100,Perbadanan Nasional Berhad,Advisory services,0,7/7/2024,Startups,Sarawak,Failure
86c9af5c-40d1-4696-b60d-5d3691267204,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,25/10/2022,SMEs,Kedah,Failure
b84f90d4-d987-4f8f-91db-3efca5f4c660,Bank Rakyat,Microfinancing,55799.53,7/11/2023,SMEs,Negeri Sembilan,Success
02f1329c-4d8e-433b-86f7-faeb2ff5a547,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,18/5/2023,Cooperatives,Terengganu,Moderate
b87e7962-fa84-4d12-9240-ea3ef55e0e73,Tekun Nasional,Advisory services,0,20/8/2024,Startups,Selangor,Success
550cf6bc-340d-46b3-b7cd-11648ab060d2,Institut Keusahawanan Negara,Entrepreneurial training,0,3/3/2024,Innovative and High-Growth Businesses,Sabah,Failure
29f77379-40ad-44fe-b842-fc7f8d1a8d3d,Institut Koperasi Malaysia,Cooperative training programs,0,2/2/2023,Cooperatives,Perak,Success
5db39240-7ccb-42d1-a825-a867ffd16931,UDA Holding Berhad,Advisory services,0,28/6/2024,SMEs,Selangor,Success
05847735-b176-4f4e-b357-6a3dfd5762a8,Institut Koperasi Malaysia,Cooperative training programs,0,24/1/2023,SMEs,Pahang,Failure
e5a91e08-1256-47b1-ac4b-372f6c1ef11b,Institut Koperasi Malaysia,Cooperative training programs,0,3/1/2023,Cooperatives,Putrajaya,Failure
46377b91-b2e1-4089-8558-730a01f4014b,Bank Rakyat,Business loans,94591.45,8/12/2023,Individuals,Penang,Success
90bc6eb8-32c6-4ee6-9eab-d1727516e13a,Tekun Nasional,Advisory services,0,27/2/2023,Microenterprises,Melaka,Success
a2c88bb8-0289-4609-a231-b7dd7045bf41,Institut Koperasi Malaysia,Cooperative training programs,0,15/7/2023,Cooperatives,Perlis,Failure
9c2bbac9-9a9e-4c1b-bee1-2229d7f8ce3e,Bank Rakyat,Business loans,89728.18,27/6/2024,Cooperatives,Putrajaya,Moderate
09cf246d-1b7a-45af-a0a9-2961b2260d13,SME Corp Malaysia,Grants,65968.4,27/4/2024,SMEs,Penang,Moderate
d3a75d57-44d4-4d20-817a-4f11e948fb7c,SME Bank,Business loans,10006.64,30/1/2024,Social Enterprises,Putrajaya,Moderate
72021ac1-d01e-4853-948a-0ffc2c1389bd,Institut Koperasi Malaysia,Cooperative training programs,0,22/9/2022,Startups,Kelantan,Failure
89df7cf8-77b7-4e5e-8ab6-a71d9289c7e5,Perbadanan Nasional Berhad,Advisory services,0,28/8/2022,Startups,Kelantan,Success
ad8ff329-5f94-4fd9-8ee3-d834bc5d70a7,Perbadanan Nasional Berhad,Advisory services,0,24/10/2022,SMEs,Johor,Failure
